cf_timestamp_ms,host_monotonic_s,motion.deltaX,motion.deltaY,motion.shutter,motion.squal
202910,1996.436407,0,-3,2454,149
202930,1996.456426,-1,2,2454,147
202950,1996.476423,0,0,2454,153
202970,1996.496419,0,0,2454,145
202990,1996.516417,0,0,2454,150
203010,1996.536424,0,3,2454,151
203030,1996.556424,1,-3,2454,153
203050,1996.576451,-1,0,2454,149
203070,1996.596418,1,0,2454,149
203090,1996.616418,2,0,2454,153
203110,1996.636416,-1,0,2454,150
203130,1996.656415,0,0,2454,149
203150,1996.676417,1,0,2454,146
203170,1996.696417,0,1,2454,146
203190,1996.716413,0,0,2454,142
203210,1996.736412,0,0,2454,147
203230,1996.756411,0,0,2454,145
203250,1996.776410,0,0,2454,147
203270,1996.796411,0,0,2454,149
203290,1996.816411,1,0,2454,148
203310,1996.836420,0,-1,2454,140
203330,1996.855994,0,0,2454,145
203350,1996.876008,0,0,2454,144
203370,1996.896032,0,0,2454,147
203390,1996.916026,0,0,2454,145
203410,1996.936025,0,-1,2301,143
203430,1996.956025,0,0,2301,142
203450,1996.976026,0,0,2301,137
203470,1996.996040,2,1,2301,141
203490,1997.016026,0,0,2301,144
203510,1997.036025,0,0,2301,146
203530,1997.056027,0,0,2301,142
203550,1997.076025,0,0,2301,144
203570,1997.096029,0,0,2301,147
203590,1997.116026,0,0,2301,147
203610,1997.136028,0,0,2301,145
203630,1997.156022,0,0,2301,151
203650,1997.176020,0,0,2301,154
203670,1997.196035,0,-1,2301,153
203690,1997.216020,1,-2,2301,152
203710,1997.236023,0,0,2301,154
203730,1997.256020,0,0,2301,155
203750,1997.276026,0,0,2301,154
203770,1997.296021,2,-1,2301,151
203790,1997.316018,3,-2,2301,161
203810,1997.336016,2,-1,2301,155
203830,1997.356014,0,1,2301,155
203850,1997.376020,2,-1,2301,154
203870,1997.396019,0,0,2301,151
203890,1997.417018,-2,3,2301,154
203910,1997.436021,0,0,2301,154
203930,1997.456011,-1,0,2301,151
203950,1997.476014,0,0,2301,150
203970,1997.496018,0,0,2301,154
203990,1997.516019,0,0,2301,145
204010,1997.536015,0,0,2158,142
204030,1997.556018,0,0,2158,145
204050,1997.576016,0,0,2158,147
204070,1997.596014,0,0,2158,146
204090,1997.616015,0,0,2158,150
204110,1997.636015,0,0,2158,140
204130,1997.656010,0,0,2158,142
204150,1997.676016,0,0,2158,145
204170,1997.696022,0,-1,2158,143
204190,1997.716008,0,0,2158,138
204210,1997.736013,0,-1,2158,143
204230,1997.756011,-1,0,2158,138
204250,1997.776010,0,0,2158,143
204270,1997.796012,0,0,2158,140
204290,1997.816007,0,-2,2158,140
204310,1997.836000,0,-1,2158,139
204330,1997.856007,2,0,2158,137
204350,1997.876007,1,1,2158,143
204370,1997.896010,1,-3,2158,149
204390,1997.915997,0,-1,2158,143
204410,1997.935997,-1,0,2158,145
204430,1997.956000,0,0,2158,142
204450,1997.975995,0,0,2158,146
204470,1997.995999,-1,0,2158,146
204490,1998.016000,0,0,2158,144
204510,1998.036006,0,0,2158,146
204530,1998.055995,0,0,2158,147
204550,1998.075997,0,0,2158,149
204570,1998.096042,0,-1,2158,143
204590,1998.115999,-1,2,2158,150
204610,1998.134999,0,-1,2158,145
204630,1998.154996,1,0,2158,142
204650,1998.174999,0,-1,2158,144
204670,1998.194998,-2,0,2158,148
204690,1998.214997,0,0,2158,149
204710,1998.234993,0,0,2158,149
204730,1998.254991,0,-1,2158,149
204750,1998.274998,0,0,2158,149
204770,1998.294999,0,0,2158,146
204790,1998.315008,0,0,2158,149
204810,1998.335010,0,-2,2158,146
204830,1998.355000,0,0,2158,150
204850,1998.374995,0,0,2158,143
204870,1998.394996,0,0,2158,151
204890,1998.414990,0,0,2158,149
204910,1998.434991,0,0,2158,149
204930,1998.454993,0,0,2158,150
204950,1998.474996,0,0,2158,149
204970,1998.494994,0,-1,2158,147
204990,1998.514992,0,0,2158,143
205010,1998.535010,0,-1,2158,141
205030,1998.554991,0,0,2158,141
205050,1998.574999,0,0,2158,142
205070,1998.594992,-1,0,2158,144
205090,1998.614992,0,0,2158,145
205110,1998.634988,0,0,2158,142
205130,1998.654984,1,-1,2158,143
205150,1998.674987,0,0,2158,139
205170,1998.694990,0,0,2158,137
205190,1998.714984,0,-3,2158,140
205210,1998.735418,0,0,2158,143
205230,1998.755408,0,-1,2024,135
205250,1998.775408,0,-3,1780,130
205270,1998.795407,0,0,1780,125
205290,1998.815406,0,-2,1669,124
205310,1998.835406,0,0,1669,129
205330,1998.855405,0,0,1669,133
205350,1998.875404,1,-1,1669,131
205370,1998.894408,0,0,1669,124
205390,1998.914402,1,0,1669,126
205410,1998.934408,-1,0,1669,117
205430,1998.954405,0,0,1669,122
205450,1998.975402,0,0,1669,121
205470,1998.994403,0,-1,1669,126
205490,1999.014398,0,0,1669,127
205510,1999.034398,0,0,1669,125
205530,1999.054404,-1,-1,1669,122
205550,1999.074401,-1,1,1669,121
205570,1999.094399,0,0,1669,126
205590,1999.114396,0,-1,1669,119
205610,1999.134396,0,1,1669,124
205630,1999.154401,0,0,1669,128
205650,1999.174407,0,0,1669,121
205670,1999.194397,1,1,1669,123
205690,1999.214395,-1,-1,1669,126
205710,1999.234394,-1,0,1669,124
205730,1999.254397,-1,-3,1669,121
205750,1999.274405,0,-1,1565,121
205770,1999.294393,0,0,1565,120
205790,1999.314393,0,0,1565,122
205810,1999.334392,0,0,1565,126
205830,1999.354390,1,0,1565,124
205850,1999.374400,0,-2,1565,125
205870,1999.394391,0,0,1565,121
205890,1999.414390,0,0,1565,119
205910,1999.434390,0,-1,1565,123
205930,1999.454387,0,0,1565,124
205950,1999.474403,0,0,1565,120
205970,1999.494397,0,0,1565,120
205990,1999.514388,0,0,1565,121
206010,1999.534391,0,0,1565,124
206030,1999.554387,0,0,1565,125
206050,1999.574398,0,0,1565,128
206070,1999.594389,0,0,1468,122
206090,1999.614385,0,1,1468,122
206110,1999.634385,2,0,1468,118
206130,1999.654383,0,0,1468,121
206150,1999.674388,0,0,1468,119
206170,1999.694386,0,0,1468,119
206190,1999.714388,-1,0,1468,120
206210,1999.734384,0,0,1468,122
206230,1999.754382,0,-2,1468,120
