cf_timestamp_ms,host_monotonic_s,motion.outlierCount,motion.motion,motion.std
67191,1860.815587,0,176,2.0
67211,1860.834591,0,176,2.0
67231,1860.854591,0,176,2.0
67251,1860.874613,0,176,2.0
67271,1860.894583,0,176,2.0
67291,1860.915591,0,176,2.0
67311,1860.934585,0,176,2.0
67331,1860.954588,0,176,2.0
67351,1860.974595,0,176,2.0
67371,1860.994583,0,176,2.0
67391,1861.014583,0,176,2.0
67411,1861.034583,0,176,2.0
67431,1861.054586,0,176,2.0
67451,1861.074591,0,176,2.0
67471,1861.094578,0,176,2.0
67491,1861.114582,0,176,2.0
67511,1861.134643,0,176,2.0
67531,1861.154587,0,48,2.0
67551,1861.174589,0,176,2.0
67571,1861.194582,0,48,2.0
67591,1861.214579,0,176,2.0
67611,1861.234577,0,48,2.0
67631,1861.254582,0,176,2.0
67651,1861.274586,0,176,2.0
67671,1861.294577,0,176,2.0
67691,1861.314651,0,176,2.0
67711,1861.334599,0,176,2.0
67731,1861.354578,0,176,2.0
67751,1861.374588,0,176,2.0
67771,1861.394573,0,176,2.0
67791,1861.414574,0,176,2.0
67811,1861.434574,0,176,2.0
67831,1861.454576,0,176,2.0
67851,1861.474582,0,176,2.0
67871,1861.494214,0,176,2.0
67891,1861.514151,0,48,2.0
67911,1861.534154,0,48,2.0
67931,1861.554151,0,176,2.0
67951,1861.574173,0,176,2.0
67971,1861.594150,0,176,2.0
67991,1861.614149,0,176,2.0
68011,1861.634141,0,176,2.0
68031,1861.654144,0,176,2.0
68051,1861.675151,0,176,2.0
68071,1861.694141,0,176,2.0
68091,1861.714140,0,176,2.0
68111,1861.734150,0,176,2.0
68131,1861.754145,0,176,2.0
68151,1861.775172,0,48,2.0
68171,1861.794138,0,176,2.0
68191,1861.814139,0,48,2.0
68211,1861.834135,0,176,2.0
68231,1861.854139,0,176,2.0
68251,1861.875143,0,176,2.0
68271,1861.894199,0,176,2.0
68291,1861.914137,0,176,2.0
68311,1861.934135,0,176,2.0
68331,1861.954187,0,176,2.0
68351,1861.975142,0,176,2.0
68371,1861.994141,0,176,2.0
68391,1862.014142,0,176,2.0
68411,1862.034136,0,176,2.0
68431,1862.054136,0,176,2.0
68451,1862.075136,0,48,2.0
68471,1862.094133,0,176,2.0
68491,1862.114129,0,176,2.0
68511,1862.134133,0,176,2.0
68531,1862.154134,0,176,2.0
