cf_timestamp_ms,host_monotonic_s,sensorFilter.flowRange,sensorFilter.flowLocal,sensorFilter.surfOffset,sensorFilter.surfCand,sensorFilter.surfClear
64172,1857.798668,0.0,0,0.0,0.0,0.0
64192,1857.818669,0.0,0,0.0,0.0,0.0
64212,1857.838665,0.0,0,0.0,0.0,0.0
64232,1857.858676,0.0,0,0.0,0.0,0.0
64252,1857.878666,0.0,0,0.0,0.0,0.0
64272,1857.898664,0.0,0,0.0,0.0,0.0
64292,1857.918662,0.0,0,0.0,0.0,0.0
64312,1857.938667,0.0,0,0.0,0.0,0.0
64332,1857.958671,0.0,0,0.0,0.0,0.0
64352,1857.978661,0.0,0,0.0,0.0,0.0
64372,1857.998665,0.0,0,0.0,0.0,0.0
64392,1858.018659,0.0,0,0.0,0.0,0.0
64412,1858.038667,0.0,0,0.0,0.0,0.0
64432,1858.058667,0.0,0,0.0,0.0,0.0
64452,1858.078661,0.0,0,0.0,0.0,0.0
64472,1858.098661,0.0,0,0.0,0.0,0.0
64492,1858.118660,0.0,0,0.0,0.0,0.0
64512,1858.138663,0.0,0,0.0,0.0,0.0
64532,1858.158667,0.0,0,0.0,0.0,0.0
64552,1858.178660,0.0,0,0.0,0.0,0.0
64572,1858.198657,0.0,0,0.0,0.0,0.0
64592,1858.218656,0.0,0,0.0,0.0,0.0
64612,1858.238655,0.0,0,0.0,0.0,0.0
64632,1858.258665,0.0,0,0.0,0.0,0.0
64652,1858.278657,0.0,0,0.0,0.0,0.0
64672,1858.298654,0.0,0,0.0,0.0,0.0
64692,1858.318657,0.0,0,0.0,0.0,0.0
64712,1858.338660,0.0,0,0.0,0.0,0.0
64732,1858.358660,0.0,0,0.0,0.0,0.0
64752,1858.378656,0.0,0,0.0,0.0,0.0
64772,1858.398655,0.0,0,0.0,0.0,0.0
64792,1858.418653,0.0,0,0.0,0.0,0.0
64812,1858.438654,0.0,0,0.0,0.0,0.0
64832,1858.458659,0.0,0,0.0,0.0,0.0
64852,1858.478653,0.0,0,0.0,0.0,0.0
64872,1858.498650,0.0,0,0.0,0.0,0.0
64892,1858.517653,0.0,0,0.0,0.0,0.0
64912,1858.537650,0.0,0,0.0,0.0,0.0
64932,1858.557679,0.0,0,0.0,0.0,0.0
64952,1858.577719,0.0,0,0.0,0.0,0.0
64972,1858.597650,0.0,0,0.0,0.0,0.0
64992,1858.617650,0.0,0,0.0,0.0,0.0
65012,1858.637652,0.0,0,0.0,0.0,0.0
65032,1858.657656,0.0,0,0.0,0.0,0.0
65052,1858.677652,0.0,0,0.0,0.0,0.0
65072,1858.697647,0.0,0,0.0,0.0,0.0
65092,1858.717647,0.0,0,0.0,0.0,0.0
65112,1858.737652,0.0,0,0.0,0.0,0.0
65132,1858.757658,0.0,0,0.0,0.0,0.0
65152,1858.777663,0.0,0,0.0,0.0,0.0
