Timestamp,sensorFilter.baro0,sensorFilter.baroDDec,sensorFilter.baroDec,sensorFilter.surfReason,sensorFilter.surfState
586195,0.5212669372558594,0.0,0.0,8,1
586215,0.5212669372558594,0.0,0.0,8,1
586235,0.5212669372558594,0.0,0.0,8,1
586255,0.5212669372558594,0.0,0.0,8,1
586275,0.5212669372558594,0.0,0.0,8,1
586295,0.5212669372558594,0.0,0.0,8,1
586315,0.5212669372558594,0.0,0.0,8,1
586335,0.5212669372558594,0.0,0.0,8,1
586355,0.5212669372558594,0.0,0.0,8,1
586375,0.5212669372558594,0.0,0.0,8,1
586395,0.5212669372558594,0.0,0.0,8,1
586415,0.5212669372558594,0.0,0.0,8,1
586435,0.5212669372558594,0.0,0.0,8,1
586455,0.5212669372558594,0.0,0.0,8,1
586475,0.5212669372558594,0.0,0.0,8,1
586495,0.5212669372558594,0.0,0.0,8,1
586515,0.5212669372558594,0.0,0.0,8,1
586535,0.5212669372558594,0.0,0.0,8,1
586555,0.5212669372558594,0.0,0.0,8,1
586575,0.5212669372558594,0.0,0.0,8,1
586595,0.5212669372558594,0.0,0.0,8,1
586615,0.5212669372558594,0.0,0.0,8,1
586635,0.5212669372558594,0.0,0.0,8,1
586655,0.5212669372558594,0.0,0.0,6,1
586675,0.5212669372558594,0.0,0.0,6,1
586695,0.5212669372558594,0.0,0.0,6,1
586715,0.5212669372558594,0.0,0.0,6,1
586735,0.5212669372558594,0.0,0.0,6,1
586755,0.5212669372558594,0.0,0.0,6,1
586775,0.5212669372558594,0.0,0.0,6,1
586795,0.5212669372558594,0.0,0.0,8,1
586815,0.5212669372558594,0.0,0.0,8,1
586835,0.5212669372558594,0.0,0.0,8,1
586855,0.5212669372558594,0.0,0.0,8,1
586875,0.5212669372558594,0.0,0.0,8,1
586895,0.5212669372558594,0.0,0.0,8,1
586915,0.5212669372558594,0.0,0.0,8,1
586935,0.5212669372558594,0.0,0.0,8,1
586955,0.5212669372558594,0.0,0.0,8,1
586975,0.5212669372558594,0.0,0.0,8,1
586995,0.5212669372558594,0.0,0.0,8,1
587015,0.5212669372558594,0.0,0.0,6,1
587035,0.5212669372558594,0.0,0.0,6,1
587055,0.5212669372558594,0.0,0.0,8,1
587075,0.5212669372558594,0.0,0.0,8,1
587095,0.5212669372558594,0.0,0.0,8,1
587115,0.5212669372558594,0.0,0.0,8,1
587135,0.5212669372558594,0.0,0.0,8,1
587155,0.5212669372558594,0.0,0.0,8,1
587175,0.5212669372558594,0.0,0.0,8,1
587195,0.5212669372558594,0.0,0.0,8,1
587215,0.5212669372558594,0.0,0.0,8,1
587235,0.5212669372558594,0.0,0.0,8,1
587255,0.5212669372558594,0.0,0.0,8,1
587275,0.5212669372558594,0.0,0.0,8,1
587295,0.5212669372558594,0.0,0.0,8,1
587315,0.5212669372558594,0.0,0.0,8,1
587335,0.5212669372558594,0.0,0.0,8,1
587355,0.5212669372558594,0.0,0.0,8,1
587375,0.5212669372558594,0.0,0.0,8,1
587395,0.5212669372558594,0.0,0.0,8,1
587415,0.5212669372558594,0.0,0.0,8,1
587435,0.5212669372558594,0.0,0.0,8,1
587455,0.5212669372558594,0.0,0.0,8,1
587475,0.5212669372558594,0.0,0.0,8,1
587495,0.5212669372558594,0.0,0.0,8,1
587515,0.5212669372558594,0.0,0.0,8,1
587535,0.5212669372558594,0.0,0.0,8,1
587555,0.5212669372558594,0.0,0.0,8,1
587575,0.5212669372558594,0.0,0.0,8,1
587595,0.5212669372558594,0.0,0.0,8,1
587615,0.5212669372558594,0.0,0.0,8,1
587635,0.5212669372558594,0.0,0.0,8,1
587655,0.5212669372558594,0.0,0.0,8,1
587675,0.5212669372558594,0.0,0.0,8,1
587695,0.5212669372558594,0.0,0.0,8,1
587715,0.5212669372558594,0.0,0.0,8,1
587735,0.5212669372558594,0.0,0.0,8,1
587755,0.5212669372558594,0.0,0.0,8,1
587775,0.5212669372558594,0.0,0.0,8,1
587795,0.5212669372558594,0.0,0.0,8,1
587815,0.5212669372558594,0.0,0.0,8,1
587835,0.5212669372558594,0.0,0.0,8,1
587855,0.5212669372558594,0.0,0.0,8,1
587875,0.5212669372558594,0.0,0.0,8,1
587895,0.5212669372558594,0.0,0.0,6,1
587915,0.5212669372558594,0.0,0.0,6,1
587935,0.5212669372558594,0.0,0.0,6,1
587955,0.5212669372558594,0.0,0.0,6,1
587975,0.5212669372558594,0.0,0.0,6,1
