Timestamp,sensorFilter.baroAge0,sensorFilter.baroLag0,sensorFilter.baroSeen0,sensorFilter.tofAge0,sensorFilter.vz0
577259,1,1,1,1,-0.040780555456876755
577279,1,1,1,1,-0.040780555456876755
577299,1,1,1,1,-0.040780555456876755
577319,1,1,1,1,-0.040780555456876755
577339,1,1,1,1,-0.040780555456876755
577359,1,1,1,1,-0.040780555456876755
577379,1,1,1,1,-0.040780555456876755
577399,1,1,1,1,-0.040780555456876755
577419,1,1,1,1,-0.040780555456876755
577439,1,1,1,1,-0.040780555456876755
577459,1,1,1,1,-0.040780555456876755
577479,1,1,1,1,-0.040780555456876755
577499,1,1,1,1,-0.040780555456876755
577519,1,1,1,1,-0.040780555456876755
577539,1,1,1,1,-0.040780555456876755
577559,1,1,1,1,-0.040780555456876755
577579,1,1,1,1,-0.040780555456876755
577599,1,1,1,1,-0.040780555456876755
577619,1,1,1,1,-0.040780555456876755
577639,1,1,1,1,-0.040780555456876755
577659,1,1,1,1,-0.040780555456876755
577679,1,1,1,1,-0.040780555456876755
577699,1,1,1,1,-0.040780555456876755
577719,1,1,1,1,-0.040780555456876755
577739,1,1,1,1,-0.040780555456876755
577759,1,1,1,1,-0.040780555456876755
577779,1,1,1,1,-0.040780555456876755
577799,1,1,1,1,-0.040780555456876755
577819,1,1,1,1,-0.040780555456876755
577839,1,1,1,1,-0.040780555456876755
577859,1,1,1,1,-0.040780555456876755
577879,1,1,1,1,-0.040780555456876755
577899,1,1,1,1,-0.040780555456876755
577919,1,1,1,1,-0.040780555456876755
577939,1,1,1,1,-0.040780555456876755
577959,1,1,1,1,-0.040780555456876755
577979,1,1,1,1,-0.040780555456876755
577999,1,1,1,1,-0.040780555456876755
578019,1,1,1,1,-0.040780555456876755
578039,1,1,1,1,-0.040780555456876755
578059,1,1,1,1,-0.040780555456876755
578079,1,1,1,1,-0.040780555456876755
578099,1,1,1,1,-0.040780555456876755
578119,1,1,1,1,-0.040780555456876755
578139,1,1,1,1,-0.040780555456876755
578159,1,1,1,1,-0.040780555456876755
578179,1,1,1,1,-0.040780555456876755
578199,1,1,1,1,-0.040780555456876755
578219,1,1,1,1,-0.040780555456876755
578239,1,1,1,1,-0.040780555456876755
578259,1,1,1,1,-0.040780555456876755
578279,1,1,1,1,-0.040780555456876755
578299,1,1,1,1,-0.040780555456876755
578319,1,1,1,1,-0.040780555456876755
578339,1,1,1,1,-0.040780555456876755
578359,1,1,1,1,-0.040780555456876755
578379,1,1,1,1,-0.040780555456876755
578399,1,1,1,1,-0.040780555456876755
578419,1,1,1,1,-0.040780555456876755
578439,1,1,1,1,-0.040780555456876755
578459,1,1,1,1,-0.040780555456876755
578479,1,1,1,1,-0.040780555456876755
578499,1,1,1,1,-0.040780555456876755
578519,1,1,1,1,-0.040780555456876755
578539,1,1,1,1,-0.040780555456876755
578559,1,1,1,1,-0.040780555456876755
578579,1,1,1,1,-0.040780555456876755
578599,1,1,1,1,-0.040780555456876755
578619,1,1,1,1,-0.040780555456876755
578639,1,1,1,1,-0.040780555456876755
578659,1,1,1,1,-0.040780555456876755
578679,1,1,1,1,-0.040780555456876755
578699,1,1,1,1,-0.040780555456876755
578719,1,1,1,1,-0.040780555456876755
578739,1,1,1,1,-0.040780555456876755
578759,1,1,1,1,-0.040780555456876755
578779,1,1,1,1,-0.040780555456876755
578799,1,1,1,1,-0.040780555456876755
578819,1,1,1,1,-0.040780555456876755
578839,1,1,1,1,-0.040780555456876755
578859,1,1,1,1,-0.040780555456876755
578879,1,1,1,1,-0.040780555456876755
578899,1,1,1,1,-0.040780555456876755
578919,1,1,1,1,-0.040780555456876755
578939,1,1,1,1,-0.040780555456876755
578959,1,1,1,1,-0.040780555456876755
578979,1,1,1,1,-0.040780555456876755
578999,1,1,1,1,-0.040780555456876755
579019,1,1,1,1,-0.040780555456876755
579039,1,1,1,1,-0.040780555456876755
579059,1,1,1,1,-0.040780555456876755
579079,1,1,1,1,-0.040780555456876755
579099,1,1,1,1,-0.040780555456876755
579119,1,1,1,1,-0.040780555456876755
579139,1,1,1,1,-0.040780555456876755
579159,1,1,1,1,-0.040780555456876755
579179,1,1,1,1,-0.040780555456876755
579199,1,1,1,1,-0.040780555456876755
579219,1,1,1,1,-0.040780555456876755
579239,1,1,1,1,-0.040780555456876755
579259,1,1,1,1,-0.040780555456876755
579279,1,1,1,1,-0.040780555456876755
579299,1,1,1,1,-0.040780555456876755
579319,1,1,1,1,-0.040780555456876755
579339,1,1,1,1,-0.040780555456876755
579359,1,1,1,1,-0.040780555456876755
579379,1,1,1,1,-0.040780555456876755
579399,1,1,1,1,-0.040780555456876755
579419,1,1,1,1,-0.040780555456876755
579439,1,1,1,1,-0.040780555456876755
579459,1,1,1,1,-0.040780555456876755
579479,1,1,1,1,-0.040780555456876755
579499,1,1,1,1,-0.040780555456876755
579519,1,1,1,1,-0.040780555456876755
579539,1,1,1,1,-0.040780555456876755
579559,1,1,1,1,-0.040780555456876755
579579,1,1,1,1,-0.040780555456876755
579599,1,1,1,1,-0.040780555456876755
579619,1,1,1,1,-0.040780555456876755
579639,1,1,1,1,-0.040780555456876755
579659,1,1,1,1,-0.040780555456876755
579679,1,1,1,1,-0.040780555456876755
579699,1,1,1,1,-0.040780555456876755
579719,1,1,1,1,-0.040780555456876755
579739,1,1,1,1,-0.040780555456876755
579759,1,1,1,1,-0.040780555456876755
579779,1,1,1,1,-0.040780555456876755
579799,1,1,1,1,-0.040780555456876755
579819,1,1,1,1,-0.040780555456876755
579839,1,1,1,1,-0.040780555456876755
579859,1,1,1,1,-0.040780555456876755
579879,1,1,1,1,-0.040780555456876755
579899,1,1,1,1,-0.040780555456876755
579919,1,1,1,1,-0.040780555456876755
579939,1,1,1,1,-0.040780555456876755
579959,1,1,1,1,-0.040780555456876755
579979,1,1,1,1,-0.040780555456876755
579999,1,1,1,1,-0.040780555456876755
580019,1,1,1,1,-0.040780555456876755
580039,1,1,1,1,-0.040780555456876755
580059,1,1,1,1,-0.040780555456876755
580079,1,1,1,1,-0.040780555456876755
580099,1,1,1,1,-0.040780555456876755
580119,1,1,1,1,-0.040780555456876755
580139,1,1,1,1,-0.040780555456876755
580159,1,1,1,1,-0.040780555456876755
580179,1,1,1,1,-0.040780555456876755
580199,1,1,1,1,-0.040780555456876755
580219,1,1,1,1,-0.040780555456876755
580239,1,1,1,1,-0.040780555456876755
580259,1,1,1,1,-0.040780555456876755
580279,1,1,1,1,-0.040780555456876755
580299,1,1,1,1,-0.040780555456876755
580319,1,1,1,1,-0.040780555456876755
580339,1,1,1,1,-0.040780555456876755
580359,1,1,1,1,-0.040780555456876755
580379,1,1,1,1,-0.040780555456876755
580399,1,1,1,1,-0.040780555456876755
580419,1,1,1,1,-0.040780555456876755
580439,1,1,1,1,-0.040780555456876755
580459,1,1,1,1,-0.040780555456876755
580479,1,1,1,1,-0.040780555456876755
580499,1,1,1,1,-0.040780555456876755
580519,1,1,1,1,-0.040780555456876755
580539,1,1,1,1,-0.040780555456876755
580559,1,1,1,1,-0.040780555456876755
580579,1,1,1,1,-0.040780555456876755
580599,1,1,1,1,-0.040780555456876755
580619,1,1,1,1,-0.040780555456876755
580639,1,1,1,1,-0.040780555456876755
580659,1,1,1,1,-0.040780555456876755
580679,1,1,1,1,-0.040780555456876755
580699,1,1,1,1,-0.040780555456876755
580719,1,1,1,1,-0.040780555456876755
580739,1,1,1,1,-0.040780555456876755
580759,1,1,1,1,-0.040780555456876755
580779,1,1,1,1,-0.040780555456876755
580799,1,1,1,1,-0.040780555456876755
580819,1,1,1,1,-0.040780555456876755
580839,1,1,1,1,-0.040780555456876755
580859,1,1,1,1,-0.040780555456876755
580879,1,1,1,1,-0.040780555456876755
580899,1,1,1,1,-0.040780555456876755
580919,1,1,1,1,-0.040780555456876755
580939,1,1,1,1,-0.040780555456876755
580959,1,1,1,1,-0.040780555456876755
580979,1,1,1,1,-0.040780555456876755
580999,1,1,1,1,-0.040780555456876755
581019,1,1,1,1,-0.040780555456876755
581039,1,1,1,1,-0.040780555456876755
581059,1,1,1,1,-0.040780555456876755
581079,1,1,1,1,-0.040780555456876755
581099,1,1,1,1,-0.040780555456876755
581119,1,1,1,1,-0.040780555456876755
581139,1,1,1,1,-0.040780555456876755
581159,1,1,1,1,-0.040780555456876755
581179,1,1,1,1,-0.040780555456876755
581199,1,1,1,1,-0.040780555456876755
581219,1,1,1,1,-0.040780555456876755
581239,1,1,1,1,-0.040780555456876755
581259,1,1,1,1,-0.040780555456876755
581279,1,1,1,1,-0.040780555456876755
581299,1,1,1,1,-0.040780555456876755
581319,1,1,1,1,-0.040780555456876755
581339,1,1,1,1,-0.040780555456876755
581359,1,1,1,1,-0.040780555456876755
581379,1,1,1,1,-0.040780555456876755
581399,1,1,1,1,-0.040780555456876755
581419,1,1,1,1,-0.040780555456876755
581439,1,1,1,1,-0.040780555456876755
581459,1,1,1,1,-0.040780555456876755
581479,1,1,1,1,-0.040780555456876755
581499,1,1,1,1,-0.040780555456876755
581519,1,1,1,1,-0.040780555456876755
581539,1,1,1,1,-0.040780555456876755
581559,1,1,1,1,-0.040780555456876755
581579,1,1,1,1,-0.040780555456876755
581599,1,1,1,1,-0.040780555456876755
581619,1,1,1,1,-0.040780555456876755
581639,1,1,1,1,-0.040780555456876755
581659,1,1,1,1,-0.040780555456876755
581679,1,1,1,1,-0.040780555456876755
581699,1,1,1,1,-0.040780555456876755
581719,1,1,1,1,-0.040780555456876755
581739,1,1,1,1,-0.040780555456876755
581759,1,1,1,1,-0.040780555456876755
581779,1,1,1,1,-0.040780555456876755
581799,1,1,1,1,-0.040780555456876755
581819,1,1,1,1,-0.040780555456876755
581839,1,1,1,1,-0.040780555456876755
581859,1,1,1,1,-0.040780555456876755
581879,1,1,1,1,-0.040780555456876755
581899,1,1,1,1,-0.040780555456876755
581919,1,1,1,1,-0.040780555456876755
581939,1,1,1,1,-0.040780555456876755
581959,1,1,1,1,-0.040780555456876755
581979,1,1,1,1,-0.040780555456876755
581999,1,1,1,1,-0.040780555456876755
582019,1,1,1,1,-0.040780555456876755
582039,1,1,1,1,-0.040780555456876755
582059,1,1,1,1,-0.040780555456876755
582079,1,1,1,1,-0.040780555456876755
582099,1,1,1,1,-0.040780555456876755
582119,1,1,1,1,-0.040780555456876755
582139,1,1,1,1,-0.040780555456876755
582159,1,1,1,1,-0.040780555456876755
582179,1,1,1,1,-0.040780555456876755
582199,1,1,1,1,-0.040780555456876755
582219,1,1,1,1,-0.040780555456876755
582239,1,1,1,1,-0.040780555456876755
582259,1,1,1,1,-0.040780555456876755
582279,1,1,1,1,-0.040780555456876755
582299,1,1,1,1,-0.040780555456876755
582319,1,1,1,1,-0.040780555456876755
582339,1,1,1,1,-0.040780555456876755
582359,1,1,1,1,-0.040780555456876755
582379,1,1,1,1,-0.040780555456876755
582399,1,1,1,1,-0.040780555456876755
582419,1,1,1,1,-0.040780555456876755
582439,1,1,1,1,-0.040780555456876755
582459,1,1,1,1,-0.040780555456876755
582479,1,1,1,1,-0.040780555456876755
582499,1,1,1,1,-0.040780555456876755
582519,1,1,1,1,-0.040780555456876755
582539,1,1,1,1,-0.040780555456876755
582559,1,1,1,1,-0.040780555456876755
582579,1,1,1,1,-0.040780555456876755
582599,1,1,1,1,-0.040780555456876755
582619,1,1,1,1,-0.040780555456876755
582639,1,1,1,1,-0.040780555456876755
582659,1,1,1,1,-0.040780555456876755
582679,1,1,1,1,-0.040780555456876755
582699,1,1,1,1,-0.040780555456876755
582719,1,1,1,1,-0.040780555456876755
582739,1,1,1,1,-0.040780555456876755
582759,1,1,1,1,-0.040780555456876755
582779,1,1,1,1,-0.040780555456876755
582799,1,1,1,1,-0.040780555456876755
582819,1,1,1,1,-0.040780555456876755
582839,1,1,1,1,-0.040780555456876755
582859,1,1,1,1,-0.040780555456876755
582879,1,1,1,1,-0.040780555456876755
582899,1,1,1,1,-0.040780555456876755
582919,1,1,1,1,-0.040780555456876755
582939,1,1,1,1,-0.040780555456876755
582959,1,1,1,1,-0.040780555456876755
582979,1,1,1,1,-0.040780555456876755
582999,1,1,1,1,-0.040780555456876755
583019,1,1,1,1,-0.040780555456876755
583039,1,1,1,1,-0.040780555456876755
583059,1,1,1,1,-0.040780555456876755
583079,1,1,1,1,-0.040780555456876755
583099,1,1,1,1,-0.040780555456876755
583119,1,1,1,1,-0.040780555456876755
583139,1,1,1,1,-0.040780555456876755
583159,1,1,1,1,-0.040780555456876755
583179,1,1,1,1,-0.040780555456876755
583199,1,1,1,1,-0.040780555456876755
583219,1,1,1,1,-0.040780555456876755
583239,1,1,1,1,-0.040780555456876755
