Timestamp,sensorFilter.flowLocal,sensorFilter.surfBaroD,sensorFilter.surfCand,sensorFilter.surfOffset,sensorFilter.surfReason,sensorFilter.surfState
4991380,0,0.12849903106689453,-0.1504957377910614,0.0,8,1
4991400,0,0.12849903106689453,-0.1504957377910614,0.0,8,1
4991420,0,0.11209487915039062,-0.1512705385684967,0.0,8,1
4991440,0,0.11209487915039062,-0.1512705385684967,0.0,8,1
4991460,0,0.06014823913574219,-0.1512705385684967,0.0,6,1
4991480,0,0.06014823913574219,-0.1512705385684967,0.0,6,1
4991500,0,0.09022235870361328,-0.1512705385684967,0.0,8,1
4991520,0,0.09022235870361328,-0.1512705385684967,0.0,8,1
4991540,0,0.1722431182861328,-0.15126392245292664,0.0,8,1
4991560,0,0.1722431182861328,-0.15126392245292664,0.0,8,1
4991580,0,0.1367015838623047,-0.1506408154964447,0.0,8,1
4991600,0,0.1367015838623047,-0.1506408154964447,0.0,8,1
4991620,0,0.11756229400634766,-0.14961597323417664,0.0,8,1
4991640,0,0.11756229400634766,-0.14961597323417664,0.0,8,1
4991660,0,0.11756229400634766,-0.14961597323417664,0.0,8,1
4991680,0,0.11482906341552734,-0.14961597323417664,0.0,8,1
4991700,0,0.11482906341552734,-0.14961597323417664,0.0,8,1
4991720,0,0.16677570343017578,-0.14961597323417664,0.0,8,1
4991740,0,0.16677570343017578,-0.14961597323417664,0.0,8,1
4991760,0,0.1859130859375,-0.14887908101081848,0.0,8,1
4991780,0,0.1859130859375,-0.14887908101081848,0.0,8,1
4991800,0,0.19684886932373047,-0.14887908101081848,0.0,8,1
4991820,0,0.19684886932373047,-0.14887908101081848,0.0,8,1
4991840,0,0.1859130859375,-0.1496615707874298,0.0,8,1
4991860,0,0.1859130859375,-0.1496615707874298,0.0,8,1
4991880,0,0.25426387786865234,-0.14887908101081848,0.0,8,1
4991900,0,0.25426387786865234,-0.14887908101081848,0.0,8,1
4991920,0,0.25426387786865234,-0.14887908101081848,0.0,8,1
4991940,0,0.29800891876220703,-0.1496615707874298,0.0,8,1
4991960,0,0.29800891876220703,-0.1496615707874298,0.0,8,1
